rule,category,application,rule_description,llm,question,seniority,participant,file,line,message,effort,severity,type,status,component
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,117,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,117,Consider using more general type 'System.Collections.Generic.IEnumerable<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,117,Consider using more general type 'System.Collections.Generic.IEnumerable<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,134,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,134,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,142,Consider using more general type 'System.Collections.Generic.IEnumerable<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,142,Consider using more general type 'System.Collections.Generic.IEnumerable<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,147,Consider using more general type 'System.Collections.Generic.IEnumerable<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,147,Consider using more general type 'System.Collections.Generic.IEnumerable<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S125,Documentação,Evitar comentários redundantes ou enganosos,Sections of code should not be commented out,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,166,Remove this commented out code.,5min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,DEEPSEEK,STRING_ARRAY_ENCODING,JUNIOR,7,MatrixException.cs,120,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.STRING_ARRAY_ENCODING.JUNIOR.PARTICIPANT_7/MatrixException.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,DEEPSEEK,STRING_ARRAY_ENCODING,JUNIOR,7,MatrixException.cs,120,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.STRING_ARRAY_ENCODING.JUNIOR.PARTICIPANT_7/MatrixException.cs
S1481,Legibilidade,Descarte de funções não utilizadas,Unused local variables should be removed,DEEPSEEK,STRING_ARRAY_ENCODING,JUNIOR,7,MatrixException.cs,165,Remove the unused local variable 'invalidMatrix'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.STRING_ARRAY_ENCODING.JUNIOR.PARTICIPANT_7/MatrixException.cs
S1481,Corretude,Refatoração contínua,Unused local variables should be removed,DEEPSEEK,STRING_ARRAY_ENCODING,JUNIOR,7,MatrixException.cs,165,Remove the unused local variable 'invalidMatrix'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.STRING_ARRAY_ENCODING.JUNIOR.PARTICIPANT_7/MatrixException.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,CLAUDE,ARRAY_DIFFERENCE,SENIOR,2,Program.cs,6,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.ARRAY_DIFFERENCE.SENIOR.PARTICIPANT_2/Program.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,CLAUDE,ARRAY_DIFFERENCE,SENIOR,2,Program.cs,6,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.ARRAY_DIFFERENCE.SENIOR.PARTICIPANT_2/Program.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,JUNIOR,7,Fraction.cs,191,Consider using more general type 'System.Collections.Generic.IList<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.JUNIOR.PARTICIPANT_7/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,JUNIOR,7,Fraction.cs,191,Consider using more general type 'System.Collections.Generic.IList<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.JUNIOR.PARTICIPANT_7/Fraction.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,JUNIOR,7,Fraction.cs,292,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.JUNIOR.PARTICIPANT_7/Fraction.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,JUNIOR,7,Fraction.cs,292,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.JUNIOR.PARTICIPANT_7/Fraction.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",CLAUDE,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,126,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",CLAUDE,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,126,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",CLAUDE,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,126,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1481,Legibilidade,Descarte de funções não utilizadas,Unused local variables should be removed,CLAUDE,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,167,Remove the unused local variable 'medianValue'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1481,Corretude,Refatoração contínua,Unused local variables should be removed,CLAUDE,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,167,Remove the unused local variable 'medianValue'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,201,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,201,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,289,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,289,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,40,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,40,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",CLAUDE,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,126,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",CLAUDE,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,126,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",CLAUDE,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,126,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,148,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,148,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,4,Fraction.cs,158,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,4,Fraction.cs,158,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/Fraction.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,SENIOR,4,Fraction.cs,174,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/Fraction.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,SENIOR,4,Fraction.cs,174,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,116,Consider using more general type 'System.Collections.Generic.ICollection<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,116,Consider using more general type 'System.Collections.Generic.ICollection<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,116,Consider using more general type 'System.Collections.Generic.ICollection<CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,116,Consider using more general type 'System.Collections.Generic.ICollection<CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,133,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,133,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,145,Consider using more general type 'System.Collections.Generic.IEnumerable<CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,145,Consider using more general type 'System.Collections.Generic.IEnumerable<CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>' instead of 'System.Collections.Generic.List<CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,159,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,CLAUDE,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,159,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:CLAUDE.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
S1128,Legibilidade,Identação e formatação consistentes,"Unnecessary ""using"" should be removed",HUMANO,CLASSE_PRINCIPAL(FORA DO ESCOPO),ESPECIALISTA,GOLD STANDARD,,4,Remove this unnecessary 'using'.,1min,MINOR,CODE_SMELL,OPEN,ReferenceCode:Presentation/Application.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",HUMANO,STRING_ARRAY_ENCODING,ESPECIALISTA,GOLD STANDARD,,71,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,ReferenceCode:Application/Matrix/ConsoleMatrix.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",HUMANO,STRING_ARRAY_ENCODING,ESPECIALISTA,GOLD STANDARD,,71,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,ReferenceCode:Application/Matrix/ConsoleMatrix.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",HUMANO,STRING_ARRAY_ENCODING,ESPECIALISTA,GOLD STANDARD,,71,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,ReferenceCode:Application/Matrix/ConsoleMatrix.cs
S1128,Legibilidade,Identação e formatação consistentes,"Unnecessary ""using"" should be removed",HUMANO,CLASSE_PRINCIPAL(FORA DO ESCOPO),ESPECIALISTA,GOLD STANDARD,,3,Remove this unnecessary 'using'.,1min,MINOR,CODE_SMELL,OPEN,ReferenceCode:Presentation/Application.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,HUMANO,SEQUENCE_COMPARISON,ESPECIALISTA,GOLD STANDARD,,49,Consider using more general type 'System.Collections.Generic.IEnumerable<Application.Sequence.Types.Fraction>' instead of 'System.Collections.Generic.List<Application.Sequence.Types.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,ReferenceCode:Application/Sequence/CompareSequence.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,HUMANO,SEQUENCE_COMPARISON,ESPECIALISTA,GOLD STANDARD,,49,Consider using more general type 'System.Collections.Generic.IEnumerable<Application.Sequence.Types.Fraction>' instead of 'System.Collections.Generic.List<Application.Sequence.Types.Fraction>'.,5min,MINOR,CODE_SMELL,OPEN,ReferenceCode:Application/Sequence/CompareSequence.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,HUMANO,SEQUENCE_COMPARISON,ESPECIALISTA,GOLD STANDARD,,49,Consider using more general type 'System.Collections.Generic.ICollection<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,ReferenceCode:Application/Sequence/CompareSequence.cs
S3242,Testabilidade,Baixa dependência,Method parameters should be declared with base types,HUMANO,SEQUENCE_COMPARISON,ESPECIALISTA,GOLD STANDARD,,49,Consider using more general type 'System.Collections.Generic.ICollection<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,ReferenceCode:Application/Sequence/CompareSequence.cs
S1128,Legibilidade,Identação e formatação consistentes,"Unnecessary ""using"" should be removed",HUMANO,CLASSE_PRINCIPAL(FORA DO ESCOPO),ESPECIALISTA,GOLD STANDARD,,2,Remove this unnecessary 'using'.,1min,MINOR,CODE_SMELL,OPEN,ReferenceCode:Presentation/Application.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,HUMANO,CLASSE_PRINCIPAL(FORA DO ESCOPO),ESPECIALISTA,GOLD STANDARD,,15,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,ReferenceCode:Program.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,HUMANO,CLASSE_PRINCIPAL(FORA DO ESCOPO),ESPECIALISTA,GOLD STANDARD,,15,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,ReferenceCode:Program.cs
